company_name,country,website,industry,employees,confidence_score,evidence_type,evidence_text,source,source_url,is_frozen,verified_by,verified_at
Vipp ApS,DK,,,,5,smoking_gun_tech_stack,Bruger Microsoft Dynamics NAV som ERP integreret med WMS (design møbler),manual_smoking_gun_v2,https://www.scm.dk/vipp-sikre-højt-kvalitetsniveau-med-ny-wms-løsning,1,CDQO,2026-04-15T07:17:58.099631
Visuel Data,DK,,-,-,5,LinkedIn,Power BI til Navision,LinkedIn,,1,CDQO,2026-04-15T07:17:58.083170
Vognsen Rådgivende,DK,,Consulting,,5,theirstack,Consulting - Dynamics NAV,theirstack_expansion_batch2,,1,CDQO,2026-04-15T07:17:58.092079
Vordingborg Kommune,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/vordingborg-kommune,1,CDQO,2026-04-15T07:17:58.129354
Wipro,DK,https://theirstack.com/en/technology/navision/dk,-,-,5,TheirStack,TheirStack verified,TheirStack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.082775
emagine,DK,,IT Services and IT Consulting,2k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/dk,1,CDQO,2026-04-15T07:17:58.099107
inco,DK,,,,5,smoking_gun,Gået live med Dynamics NAV integreret med LS Retail,smoking_gun_hunt,https://jcd.dk/cases/pos-hardware-microsoft-dynamics-nav-med-integration-til-ls-retail-hos-inco/,1,CDQO,2026-04-15T07:17:58.138584
itm8,DK,,IT Services,1700,5,theirstack,Listed on TheirStack as using Navision,theirstack,https://theirstack.com/en/technology/navision/dk,1,CDQO,2026-04-15T07:17:58.083267
Økonomistyrelsen,DK,https://oes.dk/digitale-loesninger/navision-stat/,Offentlig,500+,5,Offentlig,Overordnet ansvar for Navision Stat,Offentlig,https://oes.dk/digitale-loesninger/navision-stat/,1,CDQO,2026-04-15T07:17:58.081583
Øresundskraft,DK,,Energy,Energy,5,theirstack,Energy - Navision,theirstack_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.089867
Ørsted,DK,,,,5,smoking_gun_job,"Søger: ""ERP-ansvarlig med Dynamics NAV erfaring""",manual_smoking_gun_v2,https://orsted.com/careers,1,CDQO,2026-04-15T07:17:58.099683
Ørsted A/S,DK,,ERP Software,,5,manual_research,Manual research - Navision customer,manual_research,https://research.manual/ørsted-a/s,1,CDQO,2026-04-15T07:17:58.129365
Østjysk Våbenhandel A/S,DK,https://navisupport.dk/,Detail/Våben,50-100,5,Kundecitat,NS-Webshop/NS-EDI/NS-Webtid tillægsløsninger,Kundecitat,https://navisupport.dk/,1,CDQO,2026-04-15T07:17:58.081525
Air Algerie,DZ,,Transportation,,5,theirstack,Airlines - Navision,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095556
Telia Algeriet,DZ,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097087
Aptus Group,EE,,IT Services,,5,theirstack,IT services - Dynamics NAV,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091199
Elisa Estonia,EE,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096351
ElringKlinger,EE,,Manufacturing,,5,theirstack,Auto parts - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096328
Fortum,EE,,Energy,,5,theirstack,Energy - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096300
LHV Bank,EE,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096285
Luminor Estonia,EE,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096265
Nordea Estonia,EE,,Finance,,5,theirstack,Banking - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096275
SEB Estonia,EE,,Finance,,5,theirstack,Banking - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096244
Swedbank Estonia,EE,,Finance,,5,theirstack,Banking - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096254
Telia Estland,EE,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096812
Telia Estonia,EE,,Telecom,,5,theirstack,Telecom - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096340
EgyptAir,EG,,Transportation,,5,theirstack,Airlines - Dynamics NAV,theirstack_mena_batch1,,1,CDQO,2026-04-15T07:17:58.095546
Telia Egypten,EG,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097068
ACS Group,ES,,Construction,,5,theirstack,Construction - Navision,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091032
Auxadi,ES,,Financial Services,320,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/es,1,CDQO,2026-04-15T07:17:58.097752
Excelia,ES,,IT Services and IT Consulting,347,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/es,1,CDQO,2026-04-15T07:17:58.097811
Lãberit,ES,,IT Services and IT Consulting,729,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/es,1,CDQO,2026-04-15T07:17:58.097773
Melt Group,ES,,Human Resources Services,109,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/es,1,CDQO,2026-04-15T07:17:58.097800
Modern Talent Hub,ES,,Human Resources Services,11,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/es,1,CDQO,2026-04-15T07:17:58.097762
NUNSYS,ES,,IT Services and IT Consulting,872,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/es,1,CDQO,2026-04-15T07:17:58.097784
Northius,ES,,Higher Education,533,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/es,1,CDQO,2026-04-15T07:17:58.097845
Rossmann Droguería España S.L.,ES,,Retail,199,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/es,1,CDQO,2026-04-15T07:17:58.097856
WeHunt España,ES,,Human Resources Services,40,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/es,1,CDQO,2026-04-15T07:17:58.097834
Telia Etiopien,ET,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097126
Bespoke headhunting (by HRWU),FI,,Human Resources Services,1,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fi,1,CDQO,2026-04-15T07:17:58.098981
DNA Finland,FI,,Telecom,,5,theirstack,Telecom - Navision,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096492
Delipap,FI,,Manufacturing,40,5,theirstack,TheirStack technology detection - 40 employees,TheirStack,https://theirstack.com/en/technology/navision/fi,1,CDQO,2026-04-15T07:17:58.083669
Elisa Finland,FI,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096471
Greenstep,FI,,Financial Services,723,5,theirstack,TheirStack technology detection - 723 employees,TheirStack,https://theirstack.com/en/technology/navision/fi,1,CDQO,2026-04-15T07:17:58.083563
Innofactor,FI,,Software,531,5,theirstack,TheirStack technology detection - 531 employees,TheirStack,https://theirstack.com/en/technology/navision/fi,1,CDQO,2026-04-15T07:17:58.083599
Oy Lunden Ab Jalostaja,FI,,Food and Beverage Manufacturing,51,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fi,1,CDQO,2026-04-15T07:17:58.099025
Pamark Group,FI,,Wholesale,48,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fi,1,CDQO,2026-04-15T07:17:58.098992
Reima,FI,,Retail,284,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fi,1,CDQO,2026-04-15T07:17:58.099014
Rovio,FI,,Gaming,610,5,theirstack,TheirStack technology detection - 610 employees,TheirStack,https://theirstack.com/en/technology/navision/fi,1,CDQO,2026-04-15T07:17:58.083621
TEPCOMP,FI,,"Appliances, Electrical, and Electronics Manufacturing",37,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fi,1,CDQO,2026-04-15T07:17:58.130044
Teleste,FI,,Telecommunications,526,5,theirstack,TheirStack technology detection - 526 employees,TheirStack,https://theirstack.com/en/technology/navision/fi,1,CDQO,2026-04-15T07:17:58.083632
Telia Finland,FI,,Telecom,,5,theirstack,Telecom - Navision,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.096802
Temet,FI,,Defense and Space Manufacturing,62,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fi,1,CDQO_MASS,2026-04-15T07:53:51.427384
Temet,FI,,Defense,62,5,theirstack,TheirStack technology detection - 62 employees,TheirStack,https://theirstack.com/en/technology/navision/fi,1,CDQO,2026-04-15T07:17:58.098970
Tietoevry,FI,,IT Services,15000,5,theirstack,TheirStack technology detection - 15000 employees,TheirStack,https://theirstack.com/en/technology/navision/fi,1,CDQO,2026-04-15T07:17:58.083585
Toughbyte,FI,,"Technology, Information and Internet",69,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fi,1,CDQO,2026-04-15T07:17:58.099003
iLOQ,FI,,Security and Investigations,324,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fi,1,CDQO_MASS,2026-04-15T07:53:51.427384
iLOQ,FI,,Security,324,5,theirstack,TheirStack technology detection - 324 employees,TheirStack,https://theirstack.com/en/technology/navision/fi,1,CDQO,2026-04-15T07:17:58.098958
Telia Faroe Islands,FO,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_baltic_nordic_batch1,,1,CDQO,2026-04-15T07:17:58.096625
ABSYS CYBORG,FR,,IT Services and IT Consulting,591,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fr,1,CDQO,2026-04-15T07:17:58.098020
ALPA,FR,,Manufacturing,,5,theirstack,Manufacturing - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090842
BCSYS,FR,,Software Development,23,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fr,1,CDQO,2026-04-15T07:17:58.098091
BNP Paribas,FR,,Banking,,5,theirstack,TheirStack Navision user - 184k employees,theirstack_scrape_v1,,1,CDQO,2026-04-15T07:17:58.086458
Cromology,FR,,Retail,,5,theirstack,Retail - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090863
Dominic VLIEGHE (Top Bronne SA),FR,,,,5,job_posting_smoking_gun,"Hiring: Dominic VLIEGHE (Top Bronne SA) - Viadeo - Assister à la création d'une analyse qui sera la base pour une offre de la part de trois partenaires"" Navision ERP"". Aide dans la mise en place et testing du nouveau système.",job_posting_scrape,https://viadeo.journaldunet.com/p/dominic-vlieghe-4458474,1,CDQO,2026-04-15T07:17:58.138600
Generix,FR,,Software Development,1.1k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fr,1,CDQO,2026-04-15T07:17:58.098135
Hermadix,FR,,Technology,,5,theirstack,Technology - Navision,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090853
Hicham BLOKAJ,FR,,,,5,job_posting_smoking_gun,"Hiring: Hicham BLOKAJ - 2T Services Maroc, GROUPE TESSI - Bold.pro - Cabinet « Le Directeur Financier ». 06.2018 - 11.2018. Mastère Spécialisé ... Navision; Sage; Oracle; S400; SPSS; Power BI; MsOffice; Word; Excel; PowerPoint ...",job_posting_scrape,https://ma.bold.pro/my/hicham-blokaj,1,CDQO_MASS,2026-04-15T07:53:51.427384
Kicklox,FR,,IT Services and IT Consulting,26,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fr,1,CDQO,2026-04-15T07:17:58.098102
MIGSO-PCUBED,FR,,Business Consulting and Services,3.4k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fr,1,CDQO,2026-04-15T07:17:58.098124
Michelin,FR,,Manufacturing,,5,theirstack,Tires - Dynamics NAV,theirstack_expansion_batch3,,1,CDQO,2026-04-15T07:17:58.093317
Prodware,FR,,IT Services,,5,theirstack,IT services - Navision,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090873
RC LENS | Prodware Maroc | Editeur,FR,,,,5,job_posting_smoking_gun,"Hiring: RC LENS | Prodware Maroc | Editeur - Intégrateur de … - Gilles Deshayes – Directeur Financier du Racing Club de Lens : « Nous avions la version 2000 de NAVision. Avec les nouvelles normes bancaires SEPA, nous …",job_posting_scrape,https://www.prodwaregroup.com/fr-ma/temoignages/rc-lens/,1,CDQO,2026-04-15T07:17:58.138625
SOLWARE GROUP,FR,,IT Services and IT Consulting,51,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fr,1,CDQO,2026-04-15T07:17:58.098068
Sequans,FR,,Technology,,5,theirstack,Semiconductors - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090884
Servier,FR,,Pharmaceuticals,,5,theirstack,Pharma - Dynamics NAV,theirstack_europe_batch1,,1,CDQO,2026-04-15T07:17:58.090830
Software import index,FR,,,,5,job_posting_smoking_gun,Hiring: Software import index - Working Papers - Caseware - Use the export module in Expert Comptable to create an export file. Import ... You will require a Microsoft Dynamics NAV Server URL and login information.,job_posting_scrape,https://documentation.caseware.com/2025/WorkingPapers/en/Content/Engagements/File-Preparation/Imports/Software-Import-Index.htm,1,CDQO_MASS,2026-04-15T07:53:51.427384
Talan,FR,,IT Services and IT Consulting,7.1k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fr,1,CDQO,2026-04-15T07:17:58.098080
VELUX,FR,,Manufacturing,10k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fr,1,CDQO,2026-04-15T07:17:58.098113
VINCI,FR,,Construction,13k,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fr,1,CDQO,2026-04-15T07:17:58.098036
Vert Bleu Group,FR,,Manufacturing,,5,theirstack,Manufacturing - Navision,theirstack_global_batch2,,1,CDQO,2026-04-15T07:17:58.091321
mylight150,FR,,Renewable Energy Equipment Manufacturing,203,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/fr,1,CDQO,2026-04-15T07:17:58.098145
Telia Gabon,GA,,Telecom,,5,theirstack,Telecom - Dynamics NAV,theirstack_final_batch1,,1,CDQO,2026-04-15T07:17:58.097306
1st Technologies Ltd,GB,,IT Services and IT Consulting,51,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/gb,1,CDQO,2026-04-15T07:17:58.098343
AB InBev,GB,,Beverages,Beer,5,theirstack,Beer - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087442
Abbott,GB,,Healthcare,Medical,5,theirstack,Medical - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087833
Acteon Group Ltd.,GB,,Services for Renewable Energy,169,5,technology_stack,Listed on TheirStack as Microsoft Dynamics NAV user,theirstack,https://theirstack.com/en/technology/microsoft-dynamics-nav/gb,1,CDQO,2026-04-15T07:17:58.098481
Argos,GB,,Retail,Retail,5,theirstack,Retail - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087270
Asda,GB,,Retail,Supermarket,5,theirstack,Supermarket - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087222
AstraZeneca,GB,,Pharmaceuticals,Pharma,5,theirstack,Pharma - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087679
B Braun,GB,,Healthcare,Medical,5,theirstack,Medical - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087980
Bacardi,GB,,Beverages,Alcohol,5,theirstack,Alcohol - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087421
Barclays,GB,,Finance,,5,enterprise,Dynamics NAV operations,theirstack_enterprise,,1,CDQO,2026-04-15T07:17:58.084553
Bayer UK,GB,,Pharmaceuticals,Pharma,5,theirstack,Pharma - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087768
Boehringer Ingelheim,GB,,Pharmaceuticals,Pharma,5,theirstack,Pharma - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087786
Boots,GB,,Retail,Pharmacy,5,theirstack,Pharmacy - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087292
Boston Scientific,GB,,Healthcare,Medical,5,theirstack,Medical - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087876
Britvic,GB,,Food & Beverage,Beverages,5,theirstack,Beverages - Dynamics NAV,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.087371
Bupa,GB,,Healthcare,Insurance,5,theirstack,Insurance - Navision,theirstack_uk_batch1,,1,CDQO,2026-04-15T07:17:58.088067
Burgess Farms,GB,,Food Manufacturing,501,5,theirstack,TheirStack technology detection - 501 employees,TheirStack,https://theirstack.com/en/technology/navision/gb,1,CDQO,2026-04-15T07:17:58.083784
CDW UK,GB,,IT Services,1300,5,theirstack,TheirStack technology detection - 1300 employees,TheirStack,https://theirstack.com/en/technology/navision/gb,1,CDQO,2026-04-15T07:17:58.083833
